id,word,meaning,day,week_start,date_sent
302,intercede,"to intervene or mediate on behalf of another person, especially to resolve a dispute.",monday,2025-06-16,2025-06-16
303,clemency,mercy or leniency shown towards someone who could be punished harshly.,monday,2025-06-16,2025-06-16
304,dire,"extremely serious or urgent, often involving danger or disaster.",monday,2025-06-16,2025-06-16
305,pre-eminent,surpassing all others; very distinguished in a particular field.,monday,2025-06-16,2025-06-16
306,rhetoric,"the art of effective or persuasive speaking or writing, often using figures of speech and other compositional techniques.",monday,2025-06-16,2025-06-16
307,pragmatic,dealing with problems or situations in a practical and sensible way rather than relying on theory or idealism.,monday,2025-06-16,2025-06-16
308,aggrandize,"to increase the power, status, wealth, or reputation of something or someone, often to an excessive degree.",monday,2025-06-16,2025-06-16
309,proselytize,"to try to convert someone to a different religion, belief, or opinion.",monday,2025-06-16,2025-06-16
310,uncanny,"strange or mysterious, especially in an unsettling way.",monday,2025-06-16,2025-06-16
311,magnate,"a wealthy and influential person, especially in business.",tuesday,2025-06-16,2025-06-17
312,clairvoyant,a person who claims to have the ability to see events in the future or beyond normal sensory contact.,tuesday,2025-06-16,2025-06-17
313,insinuation,"an indirect or subtle suggestion, typically of something unpleasant or discreditable.",tuesday,2025-06-16,2025-06-17
314,coaxing,gently persuading someone to do something by using flattery or persistent effort.,tuesday,2025-06-16,2025-06-17
315,cajole,to persuade someone to do something through repeated coaxing or flattery.,tuesday,2025-06-16,2025-06-17
316,vehement,"showing strong, forceful, and passionate feelings.",tuesday,2025-06-16,2025-06-17
317,incredulity,the state of being unable or unwilling to believe something; disbelief.,tuesday,2025-06-16,2025-06-17
318,innocuous,not harmful or offensive; unlikely to cause injury or offense.,tuesday,2025-06-16,2025-06-17
319,aloof,not friendly or forthcoming; distant and reserved.,tuesday,2025-06-16,2025-06-17
320,embers,"small, glowing pieces of coal or wood in a dying fire.",tuesday,2025-06-16,2025-06-17
321,bout,a short period of intense activity of a specified kind.,wednesday,2025-06-16,2025-06-18
322,scoundrel,a dishonest or unscrupulous person.,wednesday,2025-06-16,2025-06-18
323,wily,"skilled at gaining an advantage, especially through deceit or cleverness.",wednesday,2025-06-16,2025-06-18
324,effusive,"expressing feelings of gratitude, pleasure, or approval in an unrestrained or heartfelt manner.",wednesday,2025-06-16,2025-06-18
325,vie,to compete eagerly with others in order to achieve something.,wednesday,2025-06-16,2025-06-18
326,whim,"a sudden or impulsive desire or change of mind, especially one that is unusual or unexplained.",wednesday,2025-06-16,2025-06-18
327,fawn,to give someone excessive flattery or attention in order to gain favor; to behave obsequiously.,wednesday,2025-06-16,2025-06-18
328,smother,to kill someone by covering their nose and mouth to prevent breathing; to suffocate.,wednesday,2025-06-16,2025-06-18
329,tenet,"a principle, belief, or doctrine that is generally held to be true, especially by a group or organization.",wednesday,2025-06-16,2025-06-18
330,axiom,"a statement or proposition that is regarded as being established, accepted, or self-evidently true.",wednesday,2025-06-16,2025-06-18
331,codify,"to arrange laws, rules, or principles into a systematic and organized code or system.",thursday,2025-06-16,2025-06-19
332,caress,to touch or stroke gently and lovingly.,thursday,2025-06-16,2025-06-19
333,acclimatize,"to become accustomed or adapted to a new climate, environment, or situation.",thursday,2025-06-16,2025-06-19
334,abysmal,extremely bad; appalling.,thursday,2025-06-16,2025-06-19
335,penance,"voluntary self-punishment or an act showing repentance for wrongdoing, especially as a religious duty.",thursday,2025-06-16,2025-06-19
336,benevolence,kindness and a desire to do good for others; goodwill.,thursday,2025-06-16,2025-06-19
337,veracity,conformity to facts; accuracy; truthfulness.,thursday,2025-06-16,2025-06-19
338,devoid,entirely lacking or free from something.,thursday,2025-06-16,2025-06-19
339,inundate,to overwhelm someone with things or people to be dealt with; to flood.,thursday,2025-06-16,2025-06-19
340,arduous,involving or requiring a lot of effort; very difficult and tiring.,thursday,2025-06-16,2025-06-19
341,despotism,"the exercise of absolute power, especially in a cruel and oppressive way.",friday,2025-06-16,2025-06-20
342,disrepute,the state of being held in low esteem or regarded with disapproval by the public.,friday,2025-06-16,2025-06-20
343,arbiter,a person who has the authority to settle disputes or make judgments.,friday,2025-06-16,2025-06-20
344,anarchy,a state of disorder due to the absence or failure of government or authority.,friday,2025-06-16,2025-06-20
345,impeccable,in accordance with the highest standards; faultless.,friday,2025-06-16,2025-06-20
346,unorthodox,"contrary to what is usual, traditional, or accepted; not orthodox.",friday,2025-06-16,2025-06-20
347,sangfroid,"composure or coolness, especially in difficult or dangerous situations.",friday,2025-06-16,2025-06-20
348,melancholy,"a deep, persistent, and often pensive sadness.",friday,2025-06-16,2025-06-20
349,sagacious,having or showing keen mental discernment and good judgment; wise.,friday,2025-06-16,2025-06-20
350,dauntless,showing fearlessness and determination.,friday,2025-06-16,2025-06-20
351,august,respected and impressive; having great importance and dignity.,monday,2025-06-23,2025-06-23
352,lofty,"of imposing height; elevated in rank, character, or quality.",monday,2025-06-23,2025-06-23
353,girdle,to encircle or surround something.,monday,2025-06-23,2025-06-23
354,ingress,the act of entering or the entrance to a place.,monday,2025-06-23,2025-06-23
355,egress,the act of leaving or exiting a place.,monday,2025-06-23,2025-06-23
356,frenzy,a state of uncontrolled excitement or wild behavior.,monday,2025-06-23,2025-06-23
357,amply,in a way that is more than sufficient; generously.,monday,2025-06-23,2025-06-23
358,engender,"to cause a feeling, situation, or condition to exist or develop.",monday,2025-06-23,2025-06-23
359,juxtapose,"to place things side by side, especially for comparison or contrast.",monday,2025-06-23,2025-06-23
360,propitious,giving or indicating a good chance of success; favorable.,monday,2025-06-23,2025-06-23
361,preliminary,preceding or preparing for something fuller or more important; introductory.,tuesday,2025-06-23,2025-06-24
362,fleece,"to obtain a large amount of money from someone, typically by deceit or overcharging.",tuesday,2025-06-23,2025-06-24
363,avarice,extreme greed for wealth or material gain.,tuesday,2025-06-23,2025-06-24
364,meager,lacking in quantity or quality; insufficient.,tuesday,2025-06-23,2025-06-24
365,chinks,"narrow openings, cracks, or slits, especially ones that admit light.",tuesday,2025-06-23,2025-06-24
366,delegate,"a person chosen or elected to represent others, especially at a conference or meeting.",tuesday,2025-06-23,2025-06-24
367,allusion,"an indirect reference to a person, place, event, or literary work.",tuesday,2025-06-23,2025-06-24
368,oblique,not explicit or done in a direct way; indirect.,tuesday,2025-06-23,2025-06-24
369,disparaging,expressing the opinion that something or someone is of little worth; derogatory.,tuesday,2025-06-23,2025-06-24
370,requite,"to make an appropriate return for (a favor, service, or wrongdoing); to reciprocate.",tuesday,2025-06-23,2025-06-24
371,unctuous,excessively or insincerely flattering; oily in manner or speech.,wednesday,2025-06-23,2025-06-25
372,emanate,to originate from; to spread out or issue from a source.,wednesday,2025-06-23,2025-06-25
373,détente,"the easing of hostility or strained relations, especially between countries.",wednesday,2025-06-23,2025-06-25
374,concession,"something given up or allowed in response to demands, often during negotiations.",wednesday,2025-06-23,2025-06-25
375,perfidious,deceitful and untrustworthy; deliberately disloyal.,wednesday,2025-06-23,2025-06-25
376,subliminally,affecting the mind without conscious awareness.,wednesday,2025-06-23,2025-06-25
377,avid,"having or showing a keen interest, enthusiasm, or desire for something.",wednesday,2025-06-23,2025-06-25
378,subservient,prepared to obey others unquestioningly; submissive.,wednesday,2025-06-23,2025-06-25
379,tumultuous,"making a loud, confused noise; characterized by disorder or chaos.",wednesday,2025-06-23,2025-06-25
380,fervor,intense and passionate feeling.,wednesday,2025-06-23,2025-06-25
381,subpoena,a legal document ordering someone to attend court as a witness or to produce evidence.,thursday,2025-06-23,2025-06-26
382,martyr,"a person who is killed or suffers greatly for a religious, political, or other cause.",thursday,2025-06-23,2025-06-26
383,derision,contemptuous ridicule or mockery; being laughed at as worthless or stupid.,thursday,2025-06-23,2025-06-26
384,grotesque,"comically or repulsively ugly, distorted, or inappropriate to a shocking degree.",thursday,2025-06-23,2025-06-26
385,dissension,"strong disagreement or difference of opinion, especially leading to discord within a group.",thursday,2025-06-23,2025-06-26
386,ecstatic,feeling or expressing overwhelming happiness or joyful excitement.,thursday,2025-06-23,2025-06-26
387,eminence,"the state of being famous, respected, or important.",thursday,2025-06-23,2025-06-26
388,contrived,deliberately created rather than arising naturally; artificial or forced.,thursday,2025-06-23,2025-06-26
389,dexterity,skill and ease in using one's hands or body.,thursday,2025-06-23,2025-06-26
390,fawn,"to praise or flatter someone excessively, often in a way that seems insincere.",thursday,2025-06-23,2025-06-26
391,prattle,to talk at length in a foolish or inconsequential way.,friday,2025-06-23,2025-06-27
392,frugal,careful in the use of resources; economical or sparing.,friday,2025-06-23,2025-06-27
393,avow,to assert or confess openly and publicly.,friday,2025-06-23,2025-06-27
394,pliable,"easily bent, shaped, or influenced.",friday,2025-06-23,2025-06-27
395,apt,having a tendency to do something; likely.,friday,2025-06-23,2025-06-27
396,pseudo,not genuine; false or pretended; sham.,friday,2025-06-23,2025-06-27
397,spurious,not being what it purports to be; false or fake.,friday,2025-06-23,2025-06-27
398,sham,"something that is false, fake, or not what it is claimed to be.",friday,2025-06-23,2025-06-27
399,barbaric,"savagely cruel, brutal, or primitive.",friday,2025-06-23,2025-06-27
400,chumminess,"close friendship or intimacy; a friendly, informal manner.",friday,2025-06-23,2025-06-27
401,obnoxious,"extremely unpleasant or offensive, often causing annoyance or discomfort.",monday,2025-06-30,2025-06-30
402,ludicrous,"so foolish, unreasonable, or out of place as to be amusing; ridiculous.",monday,2025-06-30,2025-06-30
403,scoff,"to speak to someone or about something in a mocking, scornful, or derisive way.",monday,2025-06-30,2025-06-30
404,bizarre,"very strange or unusual, especially to the point of being striking or outlandish.",monday,2025-06-30,2025-06-30
405,fallible,capable of making mistakes or being wrong; not infallible.,monday,2025-06-30,2025-06-30
406,Scylla and Charybdis,to be caught between two equally dangerous or difficult alternatives.,monday,2025-06-30,2025-06-30
407,placate,"to make someone less angry or hostile, usually by yielding or offering concessions.",monday,2025-06-30,2025-06-30
408,province,"an administrative division or region within a country, typically governed by its own local authorities.",monday,2025-06-30,2025-06-30
409,rube,"a naive, unsophisticated, or inexperienced person, especially from a rural area.",monday,2025-06-30,2025-06-30
410,foist,to force someone to accept or deal with something unwanted or unwelcome.,monday,2025-06-30,2025-06-30
411,indelible,"making marks that cannot be removed, erased, or forgotten.",tuesday,2025-06-30,2025-07-01
412,Proteus,a figure from Greek mythology known for his ability to change shape; also used to describe something highly adaptable or versatile.,tuesday,2025-06-30,2025-07-01
413,supple,bending and moving easily and gracefully; flexible.,tuesday,2025-06-30,2025-07-01
414,arrant,"complete and utter, often used to emphasize something negative.",tuesday,2025-06-30,2025-07-01
415,raucous,"making or constituting a disturbingly harsh, loud, or boisterous noise.",tuesday,2025-06-30,2025-07-01
416,portentous,"done in a pompous, overly solemn, or self-important manner so as to impress; also, indicating a future event.",tuesday,2025-06-30,2025-07-01
417,prosaic,"dull, uninteresting, or lacking imagination; commonplace.",tuesday,2025-06-30,2025-07-01
418,protean,able to change frequently or easily; versatile.,tuesday,2025-06-30,2025-07-01
419,promethean,"boldly creative, innovative, or original, often in a way that is daring or defiant.",tuesday,2025-06-30,2025-07-01
420,histrionic,"excessively theatrical or dramatic in character, style, or behavior.",tuesday,2025-06-30,2025-07-01
421,mutiny,"an open rebellion against the proper authorities, especially by soldiers or sailors.",wednesday,2025-06-30,2025-07-02
422,contrive,"to create or bring about deliberately, often by clever or artificial means.",wednesday,2025-06-30,2025-07-02
423,acquiesce,to accept something reluctantly but without protest.,wednesday,2025-06-30,2025-07-02
424,extricate,to free someone or something from a constraint or difficult situation.,wednesday,2025-06-30,2025-07-02
425,paradigm,"a typical example, model, or pattern of something; a framework of concepts.",wednesday,2025-06-30,2025-07-02
426,totem,"an object, animal, or symbol that is respected or revered by a group, often as an emblem.",wednesday,2025-06-30,2025-07-02
427,savoury,(in British usage) having a salty or spicy flavor rather than a sweet one; (in other contexts) morally wholesome or socially acceptable.,wednesday,2025-06-30,2025-07-02
428,rile,to make someone annoyed or irritated.,wednesday,2025-06-30,2025-07-02
429,penitent,feeling or showing remorse or regret for wrongdoing.,wednesday,2025-06-30,2025-07-02
430,rational,"based on reason, logic, or clear thinking.",wednesday,2025-06-30,2025-07-02
431,subterfuge,deceit used in order to achieve one's goal; a trick or stratagem.,thursday,2025-06-30,2025-07-03
432,fledge,"(of a young bird) to develop wing feathers that are large enough for flight; by extension, to become fully developed.",thursday,2025-06-30,2025-07-03
433,gargantuan,extremely large; enormous.,thursday,2025-06-30,2025-07-03
434,transcendental,relating to a spiritual or non-physical realm; beyond ordinary experience or understanding.,thursday,2025-06-30,2025-07-03
435,wane,"to decrease in size, extent, or degree; to become weaker.",thursday,2025-06-30,2025-07-03
436,alchemy,"a medieval practice aimed at turning base metals into gold; more broadly, a process of transformation or creation.",thursday,2025-06-30,2025-07-03
437,gimmick,"a trick, device, or novelty intended to attract attention or increase appeal.",thursday,2025-06-30,2025-07-03
438,quaint,attractively unusual or old-fashioned.,thursday,2025-06-30,2025-07-03
439,resonance,"the quality of having a lasting effect or significance, often because it relates to one's own experiences or beliefs.",thursday,2025-06-30,2025-07-03
440,veneer,"a thin decorative covering of fine material over a coarser one; also, a superficial or deceptive appearance.",thursday,2025-06-30,2025-07-03
441,profundity,"great depth of insight, knowledge, or meaning.",friday,2025-06-30,2025-07-04
442,corollary,"a direct or natural consequence or result, often derived from an already proven proposition.",friday,2025-06-30,2025-07-04
443,panacea,a solution or remedy for all problems or difficulties; a cure-all.,friday,2025-06-30,2025-07-04
444,peer,"to look closely or with difficulty, often in an attempt to see something more clearly.",friday,2025-06-30,2025-07-04
445,wits,the ability to think quickly and intelligently; mental sharpness.,friday,2025-06-30,2025-07-04
446,timid,showing a lack of courage or confidence; easily frightened.,friday,2025-06-30,2025-07-04
447,errant,straying from the proper course or standards; behaving wrongly.,friday,2025-06-30,2025-07-04
448,torrent,"a sudden, violent, and copious outpouring of (something, typically water or words).",friday,2025-06-30,2025-07-04
449,improbable,not likely to happen or be true; unlikely.,friday,2025-06-30,2025-07-04
450,lampoon,to publicly criticize or ridicule someone or something using satire.,friday,2025-06-30,2025-07-04
451,refectory,"a large dining hall, especially in a monastery, college, or other institution.",monday,2025-07-07,2025-07-07
452,genuflect,to bend one or both knees as a sign of respect or worship.,monday,2025-07-07,2025-07-07
453,lechery,excessive or offensive sexual desire; lustfulness.,monday,2025-07-07,2025-07-07
454,bequeath,"to leave money, property, or possessions to someone by a will after death.",monday,2025-07-07,2025-07-07
455,seldom,almost never; rarely.,monday,2025-07-07,2025-07-07
456,nettle,"to irritate, annoy, or provoke someone.",monday,2025-07-07,2025-07-07
457,bourgeois,"belonging to or characteristic of the middle class, typically with reference to its perceived materialistic values or conventional attitudes.",monday,2025-07-07,2025-07-07
458,piecemeal,characterized by unsystematic partial measures taken over a period of time; not done according to a plan.,monday,2025-07-07,2025-07-07
459,stowaway,"a person who hides aboard a vehicle, such as a ship or plane, to travel secretly without paying.",monday,2025-07-07,2025-07-07
460,voyage,"a long journey, especially by sea or through space.",monday,2025-07-07,2025-07-07
461,reprieve,"an official order delaying punishment, especially a death sentence; a temporary relief from harm or discomfort.",tuesday,2025-07-07,2025-07-08
462,armada,a large fleet of warships.,tuesday,2025-07-07,2025-07-08
463,undaunted,"not discouraged or disheartened by difficulty, danger, or disappointment; still determined and enthusiastic.",tuesday,2025-07-07,2025-07-08
464,intimation,an indirect or subtle hint; the act of making something known in an indirect way.,tuesday,2025-07-07,2025-07-08
465,euphoria,a feeling or state of intense excitement and happiness.,tuesday,2025-07-07,2025-07-08
466,fruition,the point at which a plan or project is realized or completed.,tuesday,2025-07-07,2025-07-08
467,evocative,"bringing strong images, memories, or feelings to mind.",tuesday,2025-07-07,2025-07-08
468,relish,great enjoyment or delight in something.,tuesday,2025-07-07,2025-07-08
469,contingency,a future event or circumstance which is possible but cannot be predicted with certainty.,tuesday,2025-07-07,2025-07-08
470,sprezzatura,studied carelessness; the art of making difficult tasks look effortless.,tuesday,2025-07-07,2025-07-08
471,imminent,about to happen; impending.,wednesday,2025-07-07,2025-07-09
472,propensity,a natural tendency or inclination to behave in a particular way.,wednesday,2025-07-07,2025-07-09
473,mirage,an optical illusion caused by atmospheric conditions; something that appears real or possible but is not.,wednesday,2025-07-07,2025-07-09
474,spontaneous,"occurring as a result of a sudden inner impulse or inclination, without premeditation or external stimulus.",wednesday,2025-07-07,2025-07-09
475,superfluous,"unnecessary, especially because more than enough; redundant.",wednesday,2025-07-07,2025-07-09
476,profligacy,reckless extravagance or wastefulness in the use of resources.,wednesday,2025-07-07,2025-07-09
477,sumptuous,splendid and expensive-looking; luxurious.,wednesday,2025-07-07,2025-07-09
478,opulent,ostentatiously rich and luxurious or lavish.,wednesday,2025-07-07,2025-07-09
479,trifling,unimportant or trivial; insignificant.,wednesday,2025-07-07,2025-07-09
480,palatable,pleasant or acceptable to the taste or mind.,wednesday,2025-07-07,2025-07-09
481,humdrum,lacking excitement or variety; monotonous.,thursday,2025-07-07,2025-07-10
482,monotonous,"dull, tedious, and repetitious; lacking in variety and interest.",thursday,2025-07-07,2025-07-10
483,mundane,lacking interest or excitement; dull; relating to the ordinary or commonplace.,thursday,2025-07-07,2025-07-10
484,whet,to sharpen (a blade) or stimulate (one’s appetite or interest).,thursday,2025-07-07,2025-07-10
485,perpetual,never ending or changing; occurring repeatedly.,thursday,2025-07-07,2025-07-10
486,repast,a meal.,thursday,2025-07-07,2025-07-10
487,facsimile,"an exact copy, especially of written or printed material.",thursday,2025-07-07,2025-07-10
488,contrast,an obvious difference between two or more things.,thursday,2025-07-07,2025-07-10
489,lascivious,feeling or revealing an overt and offensive sexual desire.,thursday,2025-07-07,2025-07-10
490,regent,"a person appointed to administer a state because the monarch is a minor, absent, or incapacitated.",thursday,2025-07-07,2025-07-10
491,obstinate,"stubbornly refusing to change one's opinion or chosen course of action, despite attempts to persuade one to do so.",friday,2025-07-07,2025-07-11
492,volition,the power or faculty of using one's will; the act of making a conscious choice.,friday,2025-07-07,2025-07-11
493,regally,"in a way that is suitable for, or characteristic of, a king or queen; majestically.",friday,2025-07-07,2025-07-11
494,plod,"to walk or work slowly and laboriously, often with heavy steps.",friday,2025-07-07,2025-07-11
495,rectitude,morally correct behavior or thinking; righteousness.,friday,2025-07-07,2025-07-11
496,reform,"to make changes in something (typically a social, political, or economic institution or practice) in order to improve it.",friday,2025-07-07,2025-07-11
497,assuage,to make an unpleasant feeling less intense; to soothe or calm.,friday,2025-07-07,2025-07-11
498,czar,"a person appointed by government to advise on and coordinate a specific area of policy; originally, an emperor of Russia.",friday,2025-07-07,2025-07-11
499,subsidy,a sum of money granted by the government or a public body to assist an industry or business so that the price of a commodity or service may remain low or competitive.,friday,2025-07-07,2025-07-11
500,tranquil,"free from disturbance; calm, peaceful, and quiet.",friday,2025-07-07,2025-07-11
501,prig,a person who displays self-righteous moral behavior and regards themselves as superior to others.,monday,2025-07-14,2025-07-14
502,prate,to talk at length in a foolish or tedious way.,monday,2025-07-14,2025-07-14
503,tedious,"too long, slow, or boring; causing weariness or boredom.",monday,2025-07-14,2025-07-14
504,ratiocination,the process of logical and methodical reasoning.,monday,2025-07-14,2025-07-14
505,vanguard,"the forefront of an action or movement; the leading position in a movement, or the group leading an attack.",monday,2025-07-14,2025-07-14
506,bulwark,a defensive wall; something that provides strong protection or support.,monday,2025-07-14,2025-07-14
507,precipitate,to cause something to happen suddenly or sooner than expected.,monday,2025-07-14,2025-07-14
508,escapade,"an adventurous, unconventional, or risky act or incident.",monday,2025-07-14,2025-07-14
509,stultify,"to make someone or something become dull, slow, or ineffective; to prevent development or progress.",monday,2025-07-14,2025-07-14
510,skirmish,"a brief, unplanned fight, especially between small groups.",monday,2025-07-14,2025-07-14
511,trudge,"to walk slowly and with heavy steps, typically due to exhaustion or harsh conditions.",tuesday,2025-07-14,2025-07-15
512,bemoan,to express sorrow or complaint about something.,tuesday,2025-07-14,2025-07-15
513,consign,"to send or deliver something to a person or place, often officially; to assign someone to an undesirable fate or situation.",tuesday,2025-07-14,2025-07-15
514,annul,to officially declare something invalid or no longer legally binding.,tuesday,2025-07-14,2025-07-15
515,excommunication,the act of officially excluding someone from participation in the sacraments and services of a Christian church.,tuesday,2025-07-14,2025-07-15
516,mire,"to become stuck in a difficult, unpleasant, or prolonged situation.",tuesday,2025-07-14,2025-07-15
517,consolidate,"to make something stronger or more solid; to combine things into a single, unified whole.",tuesday,2025-07-14,2025-07-15
518,nay,"used to introduce a stronger or more emphatic word or phrase, typically after a previous statement.",tuesday,2025-07-14,2025-07-15
519,topsy-turvy,"in a state of confusion, disorder, or lack of organization.",tuesday,2025-07-14,2025-07-15
520,deign,"to do something that one considers to be beneath one’s dignity, often reluctantly.",tuesday,2025-07-14,2025-07-15
521,snivel,"to cry or complain in a weak, self-pitying way that fails to evoke sympathy.",wednesday,2025-07-14,2025-07-16
522,niggling,"causing slight but persistent annoyance, discomfort, or worry.",wednesday,2025-07-14,2025-07-16
523,recline,to lean or lie back in a relaxed position.,wednesday,2025-07-14,2025-07-16
524,increscent,"gradually increasing in size, amount, or intensity.",wednesday,2025-07-14,2025-07-16
525,platonic,describing a relationship that is affectionate and close but not sexual.,wednesday,2025-07-14,2025-07-16
526,bevy,"a large group or collection, typically of people or things.",wednesday,2025-07-14,2025-07-16
527,insignia,"a badge or distinguishing mark of rank, office, or membership.",wednesday,2025-07-14,2025-07-16
528,pastime,an activity that is done for enjoyment rather than work; a hobby.,wednesday,2025-07-14,2025-07-16
529,chastity,"the practice of refraining from extramarital, or especially from all, sexual intercourse.",wednesday,2025-07-14,2025-07-16
530,gestalt,an organized whole that is perceived as more than the sum of its parts.,wednesday,2025-07-14,2025-07-16
531,primacy,the state of being first in importance; preeminence.,thursday,2025-07-14,2025-07-17
532,tout,to attempt to sell or promote something persistently or aggressively.,thursday,2025-07-14,2025-07-17
533,peddling,"the act of selling goods, often of questionable legality or value, especially door-to-door or illegally.",thursday,2025-07-14,2025-07-17
534,disgruntled,"dissatisfied, annoyed, or discontented.",thursday,2025-07-14,2025-07-17
535,sedulous,showing persistent and careful effort; diligent.,thursday,2025-07-14,2025-07-17
536,censure,to express strong formal disapproval of someone or something.,thursday,2025-07-14,2025-07-17
537,aegis,"protection, backing, or support of a particular person or organization.",thursday,2025-07-14,2025-07-17
538,expedition,"a journey or voyage undertaken for a specific purpose, often by a group with a common goal.",thursday,2025-07-14,2025-07-17
539,exuberance,"the quality of being full of energy, excitement, and cheerfulness.",thursday,2025-07-14,2025-07-17
540,flamboyance,"the tendency to attract attention because of exuberance, confidence, or stylishness.",thursday,2025-07-14,2025-07-17
541,quell,"to put an end to, suppress, or subdue, especially by force.",friday,2025-07-14,2025-07-18
542,indulge,to allow oneself or someone else to enjoy a pleasure or desire.,friday,2025-07-14,2025-07-18
543,impious,lacking respect or reverence for God or religion.,friday,2025-07-14,2025-07-18
544,heresy,a belief or opinion that goes against orthodox religious doctrine.,friday,2025-07-14,2025-07-18
545,stale,no longer fresh or new; lacking in originality or effectiveness.,friday,2025-07-14,2025-07-18
546,convoluted,"extremely complex, intricate, or difficult to follow.",friday,2025-07-14,2025-07-18
547,disavow,to deny responsibility for or connection with something; to reject.,friday,2025-07-14,2025-07-18
548,ostracism,"exclusion from a society, group, or social acceptance.",friday,2025-07-14,2025-07-18
549,derogatory,"showing a critical, disrespectful, or disparaging attitude.",friday,2025-07-14,2025-07-18
550,assiduous,"showing great care, attention, and perseverance.",friday,2025-07-14,2025-07-18
551,ferret,to search for something persistently and thoroughly.,monday,2025-07-21,2025-07-21
552,dissimulation,"the act of hiding one's thoughts, feelings, or character; pretense.",monday,2025-07-21,2025-07-21
553,belligerently,"in a hostile, aggressive, or warlike manner.",monday,2025-07-21,2025-07-21
554,tirade,"a long, angry, and critical speech.",monday,2025-07-21,2025-07-21
555,goad,to provoke or annoy someone so as to stimulate a reaction.,monday,2025-07-21,2025-07-21
556,invective,"insulting, abusive, or highly critical language.",monday,2025-07-21,2025-07-21
557,petulance,"the quality of being childishly sulky, irritable, or easily annoyed.",monday,2025-07-21,2025-07-21
558,shabby,in poor condition through long use or lack of care.,monday,2025-07-21,2025-07-21
559,vicious,"deliberately cruel, violent, or dangerous.",monday,2025-07-21,2025-07-21
560,insatiable,impossible to satisfy; always wanting more.,monday,2025-07-21,2025-07-21
561,implausible,not seeming reasonable or probable; difficult to believe.,tuesday,2025-07-21,2025-07-22
562,resplendent,"shining brilliantly; very bright, attractive, or impressive in appearance.",tuesday,2025-07-21,2025-07-22
563,emaciated,"extremely thin and weak, often due to illness or lack of food.",tuesday,2025-07-21,2025-07-22
564,litigation,the process of taking legal action; resolving disputes in court.,tuesday,2025-07-21,2025-07-22
565,contortion,"a twisted or bent condition, shape, or form.",tuesday,2025-07-21,2025-07-22
566,alienated,feeling isolated or estranged from others or from a group.,tuesday,2025-07-21,2025-07-22
567,consummate,showing a high degree of skill or perfection; highly accomplished.,tuesday,2025-07-21,2025-07-22
568,regaling,"entertaining or amusing someone, often with food, drink, or stories.",tuesday,2025-07-21,2025-07-22
569,servility,an excessive willingness to serve or please others; submissiveness.,tuesday,2025-07-21,2025-07-22
570,requite,"to return a favor, service, or feeling.",tuesday,2025-07-21,2025-07-22
571,ignoramus,an ignorant or uneducated person.,wednesday,2025-07-21,2025-07-23
572,reproach,"to express disapproval, disappointment, or criticism.",wednesday,2025-07-21,2025-07-23
573,remonstrate,to make a forceful or earnest protest or objection.,wednesday,2025-07-21,2025-07-23
574,vice,immoral or wicked behavior; a bad habit.,wednesday,2025-07-21,2025-07-23
575,facile,appearing neat and comprehensive only by ignoring the true complexities of an issue; superficial.,wednesday,2025-07-21,2025-07-23
576,reinvigorate,"to give new energy, strength, or life to something or someone.",wednesday,2025-07-21,2025-07-23
577,debauchery,"excessive indulgence in sensual pleasures, especially involving sex, alcohol, or drugs.",wednesday,2025-07-21,2025-07-23
578,inertia,a tendency to remain unchanged or do nothing; resistance to change or motion.,wednesday,2025-07-21,2025-07-23
579,denigrate,to unfairly criticize or belittle someone or something.,wednesday,2025-07-21,2025-07-23
580,elude,"to escape from or avoid something or someone, typically in a skillful or cunning way.",wednesday,2025-07-21,2025-07-23
581,pugnacity,a natural disposition to be aggressive or eager to fight or argue.,thursday,2025-07-21,2025-07-24
582,rudimentary,involving only basic principles; elementary or undeveloped.,thursday,2025-07-21,2025-07-24
583,crudity,"the quality of being rudimentary, coarse, or lacking refinement.",thursday,2025-07-21,2025-07-24
584,odyssey,"a long, adventurous journey or experience.",thursday,2025-07-21,2025-07-24
585,surmise,to suppose something is true without having evidence to confirm it.,thursday,2025-07-21,2025-07-24
586,presumptuous,failing to observe the limits of what is permitted or appropriate; overconfident.,thursday,2025-07-21,2025-07-24
587,ambivalent,having mixed or contradictory feelings about something or someone.,thursday,2025-07-21,2025-07-24
588,austerity,extreme plainness and simplicity; strict economic measures to reduce spending.,thursday,2025-07-21,2025-07-24
589,sternness,"the quality of being serious, strict, or severe.",thursday,2025-07-21,2025-07-24
590,plenitude,an abundance or large amount of something.,thursday,2025-07-21,2025-07-24
591,prosperity,"the state of being successful, especially financially.",friday,2025-07-21,2025-07-25
592,cohesion,"the action or fact of forming a united, integrated whole.",friday,2025-07-21,2025-07-25
593,dissension,disagreement that leads to discord within a group.,friday,2025-07-21,2025-07-25
594,discord,lack of agreement or harmony between people.,friday,2025-07-21,2025-07-25
595,ostracise,to exclude someone from a society or group.,friday,2025-07-21,2025-07-25
596,overweening,"showing excessive confidence, pride, or arrogance.",friday,2025-07-21,2025-07-25
597,incessant,continuing without interruption; unceasing.,friday,2025-07-21,2025-07-25
598,ardent,"very enthusiastic, passionate, or fervent.",friday,2025-07-21,2025-07-25
599,precept,a general rule or principle intended to regulate behavior or thought.,friday,2025-07-21,2025-07-25
600,resolute,"admirably purposeful, determined, and unwavering.",friday,2025-07-21,2025-07-25
